Date,Temp,Humidity,SerialNumber,Site,Trap,Transect
2016-03-12T13:29:09Z,21.5,101,010185374,P880,B6,P
2016-03-12T14:29:09Z,21.5,101,010185374,P880,B6,P
2016-03-12T15:29:09Z,21,101,010185374,P880,B6,P
2016-03-12T16:29:09Z,20.5,101,010185374,P880,B6,P
2016-03-12T17:29:09Z,20,101.5,010185374,P880,B6,P
2016-03-12T18:29:09Z,20,101.5,010185374,P880,B6,P
2016-03-12T19:29:09Z,19.5,101.5,010185374,P880,B6,P
2016-03-12T20:29:09Z,19.5,102,010185374,P880,B6,P
2016-03-12T21:29:09Z,20,102,010185374,P880,B6,P
2016-03-12T22:29:09Z,20,102,010185374,P880,B6,P
2016-03-12T23:29:09Z,20,102,010185374,P880,B6,P
2016-03-13T00:29:09Z,20,102,010185374,P880,B6,P
2016-03-13T01:29:09Z,20,102,010185374,P880,B6,P
2016-03-13T02:29:09Z,20,102,010185374,P880,B6,P
2016-03-13T03:29:09Z,19.5,102,010185374,P880,B6,P
2016-03-13T04:29:09Z,19.5,102,010185374,P880,B6,P
2016-03-13T05:29:09Z,19.5,102,010185374,P880,B6,P
2016-03-13T06:29:09Z,19.5,102,010185374,P880,B6,P
2016-03-13T07:29:09Z,19,102,010185374,P880,B6,P
2016-03-13T08:29:09Z,20,102.5,010185374,P880,B6,P
2016-03-13T09:29:09Z,20,102.5,010185374,P880,B6,P
2016-03-13T10:29:09Z,21,102,010185374,P880,B6,P
2016-03-13T11:29:09Z,21.5,102,010185374,P880,B6,P
2016-03-13T12:29:09Z,21,102,010185374,P880,B6,P
2016-03-13T13:29:09Z,21.5,102,010185374,P880,B6,P
2016-03-13T14:29:09Z,22,102,010185374,P880,B6,P
2016-03-13T15:29:09Z,22.5,102,010185374,P880,B6,P
2016-03-13T16:29:09Z,22,102,010185374,P880,B6,P
2016-03-13T17:29:09Z,21.5,102,010185374,P880,B6,P
2016-03-13T18:29:09Z,21,102.5,010185374,P880,B6,P
2016-03-13T19:29:09Z,21,102.5,010185374,P880,B6,P
2016-03-13T20:29:09Z,20.5,102.5,010185374,P880,B6,P
2016-03-13T21:29:09Z,20,102.5,010185374,P880,B6,P
2016-03-13T22:29:09Z,20,102.5,010185374,P880,B6,P
2016-03-13T23:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T00:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T01:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T02:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T03:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T04:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T05:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T06:29:09Z,20,103,010185374,P880,B6,P
2016-03-14T07:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-14T08:29:09Z,21,103,010185374,P880,B6,P
2016-03-14T09:29:09Z,21.5,103,010185374,P880,B6,P
2016-03-14T10:29:09Z,22,103,010185374,P880,B6,P
2016-03-14T11:29:09Z,22,103,010185374,P880,B6,P
2016-03-14T12:29:09Z,23,103,010185374,P880,B6,P
2016-03-14T13:29:09Z,23,102,010185374,P880,B6,P
2016-03-14T14:29:09Z,23,102.5,010185374,P880,B6,P
2016-03-14T15:29:09Z,22.5,102.5,010185374,P880,B6,P
2016-03-14T16:29:09Z,22,103,010185374,P880,B6,P
2016-03-14T17:29:09Z,22,103,010185374,P880,B6,P
2016-03-14T18:29:09Z,22,103,010185374,P880,B6,P
2016-03-14T19:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-14T20:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-14T21:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-14T22:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-14T23:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-15T00:29:09Z,20.5,103,010185374,P880,B6,P
2016-03-15T01:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-15T02:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-15T03:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-15T04:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-15T05:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-15T06:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-15T07:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-15T08:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-15T09:29:09Z,21,104,010185374,P880,B6,P
2016-03-15T10:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-15T11:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-15T12:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-15T13:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-15T14:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-15T15:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-15T16:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-15T17:29:09Z,21,104,010185374,P880,B6,P
2016-03-15T18:29:09Z,21,104,010185374,P880,B6,P
2016-03-15T19:29:09Z,21,104,010185374,P880,B6,P
2016-03-15T20:29:09Z,21,104,010185374,P880,B6,P
2016-03-15T21:29:09Z,21,104,010185374,P880,B6,P
2016-03-15T22:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-15T23:29:09Z,21,104,010185374,P880,B6,P
2016-03-16T00:29:09Z,21,104,010185374,P880,B6,P
2016-03-16T01:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-16T02:29:09Z,20,104,010185374,P880,B6,P
2016-03-16T03:29:09Z,20,104,010185374,P880,B6,P
2016-03-16T04:29:09Z,20,104,010185374,P880,B6,P
2016-03-16T05:29:09Z,20,104,010185374,P880,B6,P
2016-03-16T06:29:09Z,20,104,010185374,P880,B6,P
2016-03-16T07:29:09Z,20,104,010185374,P880,B6,P
2016-03-16T08:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-16T09:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-16T10:29:09Z,21,104,010185374,P880,B6,P
2016-03-16T11:29:09Z,21,104,010185374,P880,B6,P
2016-03-16T12:29:09Z,21,104,010185374,P880,B6,P
2016-03-16T13:29:09Z,21,104,010185374,P880,B6,P
2016-03-16T14:29:09Z,21,104,010185374,P880,B6,P
2016-03-16T15:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-16T16:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-16T17:29:09Z,20,104,010185374,P880,B6,P
2016-03-16T18:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-16T19:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-16T20:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-16T21:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-16T22:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-16T23:29:09Z,18.5,104.5,010185374,P880,B6,P
2016-03-17T00:29:09Z,18.5,104.5,010185374,P880,B6,P
2016-03-17T01:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-17T02:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-17T03:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-17T04:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-17T05:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-17T06:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-17T07:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-17T08:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-17T09:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-17T10:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-17T11:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-17T12:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T13:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T14:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T15:29:09Z,20.5,104.5,010185374,P880,B6,P
2016-03-17T16:29:09Z,20.5,104.5,010185374,P880,B6,P
2016-03-17T17:29:09Z,20.5,104.5,010185374,P880,B6,P
2016-03-17T18:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T19:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T20:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T21:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T22:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-17T23:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-18T00:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-18T01:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-18T02:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-18T03:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-18T04:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-18T05:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-18T06:29:09Z,19,104.5,010185374,P880,B6,P
2016-03-18T07:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-18T08:29:09Z,20,104,010185374,P880,B6,P
2016-03-18T09:29:09Z,21,104,010185374,P880,B6,P
2016-03-18T10:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-18T11:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-18T12:29:09Z,22,104,010185374,P880,B6,P
2016-03-18T13:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-18T14:29:09Z,22,104,010185374,P880,B6,P
2016-03-18T15:29:09Z,22,104,010185374,P880,B6,P
2016-03-18T16:29:09Z,22,104,010185374,P880,B6,P
2016-03-18T17:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-18T18:29:09Z,21,104,010185374,P880,B6,P
2016-03-18T19:29:09Z,21,104,010185374,P880,B6,P
2016-03-18T20:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-18T21:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-18T22:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-18T23:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-19T00:29:09Z,20,104,010185374,P880,B6,P
2016-03-19T01:29:09Z,20,104,010185374,P880,B6,P
2016-03-19T02:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-19T03:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-19T04:29:09Z,19,104,010185374,P880,B6,P
2016-03-19T05:29:09Z,19,104,010185374,P880,B6,P
2016-03-19T06:29:09Z,19,104,010185374,P880,B6,P
2016-03-19T07:29:09Z,19.5,104.5,010185374,P880,B6,P
2016-03-19T08:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-19T09:29:09Z,21,104,010185374,P880,B6,P
2016-03-19T10:29:09Z,22,104,010185374,P880,B6,P
2016-03-19T11:29:09Z,23.5,103.5,010185374,P880,B6,P
2016-03-19T12:29:09Z,24,103.5,010185374,P880,B6,P
2016-03-19T13:29:09Z,24,103,010185374,P880,B6,P
2016-03-19T14:29:09Z,24,103,010185374,P880,B6,P
2016-03-19T15:29:09Z,23.5,103.5,010185374,P880,B6,P
2016-03-19T16:29:09Z,23,103.5,010185374,P880,B6,P
2016-03-19T17:29:09Z,22.5,103.5,010185374,P880,B6,P
2016-03-19T18:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-19T19:29:09Z,22,104,010185374,P880,B6,P
2016-03-19T20:29:09Z,21,104,010185374,P880,B6,P
2016-03-19T21:29:09Z,21,104,010185374,P880,B6,P
2016-03-19T22:29:09Z,21,104,010185374,P880,B6,P
2016-03-19T23:29:09Z,21,104,010185374,P880,B6,P
2016-03-20T00:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-20T01:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-20T02:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-20T03:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-20T04:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-20T05:29:09Z,20,104,010185374,P880,B6,P
2016-03-20T06:29:09Z,20,104,010185374,P880,B6,P
2016-03-20T07:29:09Z,20,104,010185374,P880,B6,P
2016-03-20T08:29:09Z,21,104,010185374,P880,B6,P
2016-03-20T09:29:09Z,22,104,010185374,P880,B6,P
2016-03-20T10:29:09Z,23,104,010185374,P880,B6,P
2016-03-20T11:29:09Z,24.5,103,010185374,P880,B6,P
2016-03-20T12:29:09Z,24.5,102,010185374,P880,B6,P
2016-03-20T13:29:09Z,24,101.5,010185374,P880,B6,P
2016-03-20T14:29:09Z,24,102,010185374,P880,B6,P
2016-03-20T15:29:09Z,23.5,103,010185374,P880,B6,P
2016-03-20T16:29:09Z,23,103,010185374,P880,B6,P
2016-03-20T17:29:09Z,23,103.5,010185374,P880,B6,P
2016-03-20T18:29:09Z,22.5,103.5,010185374,P880,B6,P
2016-03-20T19:29:09Z,22,104,010185374,P880,B6,P
2016-03-20T20:29:09Z,22,104,010185374,P880,B6,P
2016-03-20T21:29:09Z,22,104,010185374,P880,B6,P
2016-03-20T22:29:09Z,22,104,010185374,P880,B6,P
2016-03-20T23:29:09Z,22,104,010185374,P880,B6,P
2016-03-21T00:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-21T01:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-21T02:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-21T03:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-21T04:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-21T05:29:09Z,20,104,010185374,P880,B6,P
2016-03-21T06:29:09Z,20.5,104.5,010185374,P880,B6,P
2016-03-21T07:29:09Z,21,104.5,010185374,P880,B6,P
2016-03-21T08:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-21T09:29:09Z,22,104,010185374,P880,B6,P
2016-03-21T10:29:09Z,23,104,010185374,P880,B6,P
2016-03-21T11:29:09Z,23.5,103,010185374,P880,B6,P
2016-03-21T12:29:09Z,23.5,102.5,010185374,P880,B6,P
2016-03-21T13:29:09Z,23.5,103.5,010185374,P880,B6,P
2016-03-21T14:29:09Z,23.5,103.5,010185374,P880,B6,P
2016-03-21T15:29:09Z,23,103.5,010185374,P880,B6,P
2016-03-21T16:29:09Z,22.5,103.5,010185374,P880,B6,P
2016-03-21T17:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-21T18:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-21T19:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-21T20:29:09Z,22,104,010185374,P880,B6,P
2016-03-21T21:29:09Z,22,104,010185374,P880,B6,P
2016-03-21T22:29:09Z,22,104.5,010185374,P880,B6,P
2016-03-21T23:29:09Z,22,104,010185374,P880,B6,P
2016-03-22T00:29:09Z,22,104.5,010185374,P880,B6,P
2016-03-22T01:29:09Z,21.5,104.5,010185374,P880,B6,P
2016-03-22T02:29:09Z,21.5,104.5,010185374,P880,B6,P
2016-03-22T03:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-22T04:29:09Z,21.5,104.5,010185374,P880,B6,P
2016-03-22T05:29:09Z,21,104,010185374,P880,B6,P
2016-03-22T06:29:09Z,21,104,010185374,P880,B6,P
2016-03-22T07:29:09Z,21,104.5,010185374,P880,B6,P
2016-03-22T08:29:09Z,22,104,010185374,P880,B6,P
2016-03-22T09:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-22T10:29:09Z,24,101.5,010185374,P880,B6,P
2016-03-22T11:29:09Z,24.5,99,010185374,P880,B6,P
2016-03-22T12:29:09Z,24.5,101,010185374,P880,B6,P
2016-03-22T13:29:09Z,23.5,103.5,010185374,P880,B6,P
2016-03-22T14:29:09Z,23,103,010185374,P880,B6,P
2016-03-22T15:29:09Z,23,104,010185374,P880,B6,P
2016-03-22T16:29:09Z,22.5,103.5,010185374,P880,B6,P
2016-03-22T17:29:09Z,23,104,010185374,P880,B6,P
2016-03-22T18:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-22T19:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-22T20:29:09Z,22,104,010185374,P880,B6,P
2016-03-22T21:29:09Z,22,104,010185374,P880,B6,P
2016-03-22T22:29:09Z,22,104,010185374,P880,B6,P
2016-03-22T23:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-23T00:29:09Z,21,104,010185374,P880,B6,P
2016-03-23T01:29:09Z,21,104,010185374,P880,B6,P
2016-03-23T02:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-23T03:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-23T04:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-23T05:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-23T06:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-23T07:29:09Z,20,104.5,010185374,P880,B6,P
2016-03-23T08:29:09Z,21,104,010185374,P880,B6,P
2016-03-23T09:29:09Z,22,104,010185374,P880,B6,P
2016-03-23T10:29:09Z,22.5,104,010185374,P880,B6,P
2016-03-23T11:29:09Z,22.5,103,010185374,P880,B6,P
2016-03-23T12:29:09Z,23,103.5,010185374,P880,B6,P
2016-03-23T13:29:09Z,22.5,103,010185374,P880,B6,P
2016-03-23T14:29:09Z,22,103.5,010185374,P880,B6,P
2016-03-23T15:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-23T16:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-23T17:29:09Z,21.5,104,010185374,P880,B6,P
2016-03-23T18:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-23T19:29:09Z,21,104,010185374,P880,B6,P
2016-03-23T20:29:09Z,21,104,010185374,P880,B6,P
2016-03-23T21:29:09Z,21,104,010185374,P880,B6,P
2016-03-23T22:29:09Z,21,104,010185374,P880,B6,P
2016-03-23T23:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-24T00:29:09Z,20,104,010185374,P880,B6,P
2016-03-24T01:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-24T02:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-24T03:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-24T04:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-24T05:29:09Z,20,104,010185374,P880,B6,P
2016-03-24T06:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-24T07:29:09Z,19.5,104,010185374,P880,B6,P
2016-03-24T08:29:09Z,20.5,104,010185374,P880,B6,P
2016-03-24T09:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-24T10:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-24T11:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-24T12:29:09Z,21,103,010185374,P880,B6,P
2016-03-24T13:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-24T14:29:09Z,21,103,010185374,P880,B6,P
2016-03-24T15:29:09Z,21.5,103.5,010185374,P880,B6,P
2016-03-24T16:29:09Z,21,103,010185374,P880,B6,P
2016-03-24T17:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-24T18:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-24T19:29:09Z,21,103.5,010185374,P880,B6,P
2016-03-24T20:29:09Z,20.5,103.5,010185374,P880,B6,P
2016-03-24T21:29:09Z,20,103.5,010185374,P880,B6,P
2016-03-24T22:29:09Z,20,103.5,010185374,P880,B6,P
2016-03-24T23:29:09Z,19.5,103.5,010185374,P880,B6,P
2016-03-25T00:29:09Z,19,103.5,010185374,P880,B6,P
2016-03-25T01:29:09Z,19,103.5,010185374,P880,B6,P
2016-03-25T02:29:09Z,19,103.5,010185374,P880,B6,P
2016-03-25T03:29:09Z,19.5,103.5,010185374,P880,B6,P
2016-03-25T04:29:09Z,19,103.5,010185374,P880,B6,P
2016-03-25T05:29:09Z,18.5,103.5,010185374,P880,B6,P
2016-03-25T06:29:09Z,18.5,103.5,010185374,P880,B6,P
2016-03-25T07:29:09Z,19.5,103.5,010185374,P880,B6,P
2016-03-25T08:29:09Z,20,103,010185374,P880,B6,P
2016-03-25T09:29:09Z,21,103,010185374,P880,B6,P
2016-03-25T10:29:09Z,21,102.5,010185374,P880,B6,P
2016-03-25T11:29:09Z,22,99.5,010185374,P880,B6,P
2016-03-25T12:29:09Z,23,97.5,010185374,P880,B6,P
2016-03-25T13:29:09Z,23,91.5,010185374,P880,B6,P
2016-03-25T14:29:09Z,21.5,99,010185374,P880,B6,P
2016-03-25T15:29:09Z,21,99.5,010185374,P880,B6,P
2016-03-25T16:29:09Z,21,99.5,010185374,P880,B6,P
2016-03-25T17:29:09Z,20.5,100.5,010185374,P880,B6,P
2016-03-25T18:29:09Z,19.5,101.5,010185374,P880,B6,P
2016-03-25T19:29:09Z,19.5,102.5,010185374,P880,B6,P
2016-03-25T20:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-25T21:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-25T22:29:09Z,19,103,010185374,P880,B6,P
2016-03-25T23:29:09Z,19,103,010185374,P880,B6,P
2016-03-26T00:29:09Z,19,103,010185374,P880,B6,P
2016-03-26T01:29:09Z,19,103,010185374,P880,B6,P
2016-03-26T02:29:09Z,18.5,103,010185374,P880,B6,P
2016-03-26T03:29:09Z,19,103.5,010185374,P880,B6,P
2016-03-26T04:29:09Z,18.5,102.5,010185374,P880,B6,P
2016-03-26T05:29:09Z,18.5,103,010185374,P880,B6,P
2016-03-26T06:29:09Z,18.5,102.5,010185374,P880,B6,P
2016-03-26T07:29:09Z,18.5,102.5,010185374,P880,B6,P
2016-03-26T08:29:09Z,19.5,101.5,010185374,P880,B6,P
2016-03-26T09:29:09Z,20.5,94.5,010185374,P880,B6,P
2016-03-26T10:29:09Z,21.5,93,010185374,P880,B6,P
2016-03-26T11:29:09Z,22,86,010185374,P880,B6,P
2016-03-26T12:29:09Z,22.5,93,010185374,P880,B6,P
2016-03-26T13:29:09Z,23,83.5,010185374,P880,B6,P
2016-03-26T14:29:09Z,23,90,010185374,P880,B6,P
2016-03-26T15:29:09Z,22,95,010185374,P880,B6,P
2016-03-26T16:29:09Z,21,96.5,010185374,P880,B6,P
2016-03-26T17:29:09Z,19.5,97.5,010185374,P880,B6,P
2016-03-26T18:29:09Z,19,98,010185374,P880,B6,P
2016-03-26T19:29:09Z,18.5,100,010185374,P880,B6,P
2016-03-26T20:29:09Z,18.5,101.5,010185374,P880,B6,P
2016-03-26T21:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-26T22:29:09Z,19.5,102.5,010185374,P880,B6,P
2016-03-26T23:29:09Z,19.5,102.5,010185374,P880,B6,P
2016-03-27T00:29:09Z,19.5,102.5,010185374,P880,B6,P
2016-03-27T01:29:09Z,19.5,103,010185374,P880,B6,P
2016-03-27T02:29:09Z,19.5,103,010185374,P880,B6,P
2016-03-27T03:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-27T04:29:09Z,19,101,010185374,P880,B6,P
2016-03-27T05:29:09Z,19,102,010185374,P880,B6,P
2016-03-27T06:29:09Z,19,102,010185374,P880,B6,P
2016-03-27T07:29:09Z,19.5,102.5,010185374,P880,B6,P
2016-03-27T08:29:09Z,19.5,102,010185374,P880,B6,P
2016-03-27T09:29:09Z,20.5,98,010185374,P880,B6,P
2016-03-27T10:29:09Z,22,92,010185374,P880,B6,P
2016-03-27T11:29:09Z,23,95,010185374,P880,B6,P
2016-03-27T12:29:09Z,23.5,89,010185374,P880,B6,P
2016-03-27T13:29:09Z,24,93.5,010185374,P880,B6,P
2016-03-27T14:29:09Z,23,92.5,010185374,P880,B6,P
2016-03-27T15:29:09Z,22,92,010185374,P880,B6,P
2016-03-27T16:29:09Z,20.5,96.5,010185374,P880,B6,P
2016-03-27T17:29:09Z,19.5,99,010185374,P880,B6,P
2016-03-27T18:29:09Z,19,98.5,010185374,P880,B6,P
2016-03-27T19:29:09Z,18,97.5,010185374,P880,B6,P
2016-03-27T20:29:09Z,18,100,010185374,P880,B6,P
2016-03-27T21:29:09Z,18,100.5,010185374,P880,B6,P
2016-03-27T22:29:09Z,18.5,102,010185374,P880,B6,P
2016-03-27T23:29:09Z,19,102,010185374,P880,B6,P
2016-03-28T00:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-28T01:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-28T02:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-28T03:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-28T04:29:09Z,19,103,010185374,P880,B6,P
2016-03-28T05:29:09Z,19,103,010185374,P880,B6,P
2016-03-28T06:29:09Z,19,102.5,010185374,P880,B6,P
2016-03-28T07:29:09Z,19,103,010185374,P880,B6,P
